관광지번호,관광지명,전화번호,소분류,지역코드,주소
L7043,문강유황온천,NULL,온천,K02,충청북도 충주시 살미면 팔봉로 1061 살미면
L7044,수주팔봉,043-850-5822,산,K02,충북 충주시 살미면 향산리
L7045,충주 대림산성,043-850-7303,성,K02,충북 충주시 살미면 향산리 산45
L7046,충주 최응성 고가,043-850-5982,고택,K02,충청북도 충주시 살미면 중원대로 2250 살미면
L7047,충주 하니마을,NULL,농.산.어촌 체험,K02,충북 충주시 살미면 재오개리 호수로2114
L7048,충주 제금당,043-850-5982,유적지,K02,충청북도 충주시 관아2길 22 성내동
L7049,충주 청녕헌,043-850-7303,유적지,K02,충청북도 충주시 성내동 154-1 성내동
L7050,청룡사충주,043-855-8856,사찰,K02,충청북도 충주시 소태면 청룡사지길 147 소태면
L7051,청룡사지,043-850-6723,종교성지,K02,충청북도 충주시 소태면 청룡사지길 147 소태면 청룡사
L7052,충주 석보군 묘소,043-850-5982,유적지,K02,충청북도 충주시 소태면 다래월2길 20 소태면
L7053,충주 청룡사 위전비,043-850-5982,유적지,K02,충청북도 충주시 소태면 청룡사지길 147 소태면
L7054,매학폭포,043-845-7829,폭포,K02,충북 충주시 수안보면 사문리
L7055,미륵리 불두,043-850-5983,유적지,K02,충청북도 충주시 수안보면 미륵리
L7056,조산공원,043-846-2911,공원,K02,충청북도 충주시 수안보면 조산공원길 64 수안보면
L7057,주정산 봉수,NULL,유적지,K02,충청북도 충주시 수안보면 온천리 산47-2 수안보면
L7058,중원 미륵리 도요지,043-850-5982,유적지,K02,충청북도 충주시 수안보면 미륵송계로 835 수안보면
L7059,중원 미륵리 사지 석조보살의상,043-850-5982,유적지,K02,충청북도 충주시 수안보면 미륵점말1길 19 수안보면
L7060,중원 미륵리 삼층석탑,043-850-5982,유적지,K02,충청북도 충주시 수안보면 미륵점말1길 4 수안보면
L7061,중원 미륵리 석등,043-850-5982,유적지,K02,충청북도 충주시 수안보면 미륵점말1길 17 수안보면
L7062,충주 미륵대원지,043-850-5982,종교성지,K02,충청북도 충주시 수안보면 미륵리 58 수안보면
L7063,충주 미륵리 사지 귀부,043-850-5983,유적지,K02,충청북도 충주시 수안보면 미륵리 35
L7064,충주 미륵리 사지 사각석등,043-850-5982,유적지,K02,충청북도 충주시 수안보면 미륵리 52-3 수안보면
L7065,충주 미륵리 석조여래입상,043-850-5983,유적지,K02,충청북도 충주시 수안보면 미륵리 58 수안보면
L7066,충주 미륵리 오층석탑,043-850-5983,유적지,K02,충청북도 충주시 수안보면 미륵리 56 수안보면
L7067,포암산충주,043-850-2323,산,K02,충북 충주시 수안보면 미륵리 | 경북 문경시 문경읍 관음리
L7068,하늘재,043-653-3250,산,K02,충북 충주시 수안보면 미륵리 ~경상북도 도계군도2호선
L7069,동락전승비,043-850-6723,기념탑/전망대,K02,충청북도 충주시 신니면 송암리
L7070,용담사충주,043-852-0546,사찰,K02,충청북도 충주시 신니면 내포길 27-110 신니면
L7071,중원 원평리 미륵석불,043-850-5982,유적지,K02,충청북도 충주시 신니면 원평리 108 신니면
L7072,충주 견학리 토성,043-850-7303,성,K02,충청북도 충주시 신니면 견학리 441
L7073,충주 고불선원 소조여래좌상,043-850-5982,유적지,K02,충청북도 충주시 신니면 선당길 147 신니면
L7074,충주 박팽년 사당,043-850-7303,유적지,K02,충청북도 충주시 신니면 참샘길 115
L7075,충주 숭선사지,043-850-5982,유적지,K02,충청북도 충주시 신니면 숭선길 56 신니면
L7076,충주 숭선사지 당간지주,043-850-5982,유적지,K02,충청북도 충주시 신니면 숭선길 56 신니면
L7077,충주 신청리 지석묘,043-850-5982,유적지,K02,충청북도 충주시 신니면 신청리 502 신니면
L7078,충주 원평리 삼층석탑,043-850-5982,유적지,K02,충청북도 충주시 신니면 원평리 108-1 신니면
L7079,능암온천랜드,043-844-2020,온천,K02,충청북도 충주시 앙성면 새바지길 37 앙성면
L7080,보련산,043-850-5822,산,K02,충북 충주시 앙성면 ~노은면
L7081,앙성온천지구,043-850-2363,온천,K02,충북 충주시 앙성면 일대
L7082,앙성탄산온천,043-855-7360,온천,K02,충청북도 충주시 앙성면 가곡로 1457 앙성면
L7083,오갑사지 석불좌상,043-850-5983,유적지,K02,충청북도 충주시 앙성면 모점1길 404 앙성면
L7084,충주 강천리 석불입상,043-850-5982,유적지,K02,충청북도 충주시 앙성면 강천리 산2-1 앙성면
L7085,충주 상대촌농촌체험마을,043-855-8898,농.산.어촌 체험,K02,충청북도 충주시 앙성면 둔터로 558
L7086,충주 지당리 석불입상,043-850-5983,유적지,K02,충청북도 충주시 앙성면 지당리 180 앙성면
L7087,백운암충주,043-857-3414,사찰,K02,충청북도 충주시 엄정면 내창로 617-80 엄정면
L7088,신흥사충주,043-852-4261,사찰,K02,충청북도 충주시 엄정면 족동2길 197 엄정면
L7089,충주 부흥사 방단적석유구,NULL,유적지,K02,충청북도 충주시 엄정면 서계1길 15-25 엄정면
L7090,충주 신흥사 석조 나한상,043-852-4261,유적지,K02,충청북도 충주시 엄정면 족동2길 197 엄정면
L7091,충주 억정사지 대지국사탑비,043-850-5982,유적지,K02,충청북도 충주시 엄정면 비석2길 35-21 엄정면
L7092,충주 추평리 삼층석탑,043-850-5982,유적지,K02,충청북도 충주시 엄정면 내창로 750 엄정면
L7093,계명산자연휴양림,043-850-7313,자연휴양림,K02,충청북도 충주시 충주호수로 1170 종민동
L7094,충주댐,NULL,강,K02,충청북도 충주시 종민동 ~충청북도 동량면 조동리
L7095,충주호,043-850-6732,호수,K02,충북 충주시 종민동 | 제천시| 단양군
L7096,충주호 종댕이길,043-842-0531,자연생태관광지,K02,충청북도 충주시 충주호수로 1170 종민동| 계명산자연휴양림
L7097,충강공 이상급 신도비,043-850-5982,유적지,K02,충청북도 충주시 주덕읍 안음골길 29-1 주덕읍
L7098,대원사충주,043-847-4059,사찰,K02,충청북도 충주시 사직산12길 55 지현동
L7099,석종사충주,043-854-4505,사찰,K02,충청북도 충주시 직동길 271-56 직동
L7100,창룡사충주,043-847-2702,사찰,K02,충청북도 충주시 고든골길 63-89 직동
L7101,충주 남산성,043-850-7303,성,K02,충북 충주시 직동 산24-1
L7102,충주 창룡사 다층 청석탑,043-850-5982,유적지,K02,충청북도 충주시 고든골길 63-89 직동
L7103,충주 탄금대와 탄금대공원,NULL,유적지,K02,충청북도 충주시 탄금대안길 105 칠금동
L7104,임경업 장군 묘소,043-850-5983,유적지,K02,충청북도 충주시 풍동 산 45-1 풍동
L7105,호암지,043-850-6723,강,K02,충청북도 충주시 호암동 호암동
L7106,수안보온천 관광특구,NULL,관광단지,K02,충청북도 충주시 수안보면 온천리| 안보리 일원
L7107,중원 청명주,043-842-5005,전통체험,K02,충청북도 충주시 중앙탑면 청금로 112-10 중앙탑면
L7108,충주 봉황리 마애불상군,043-850-5982,유적지,K02,충청북도 충주시 중앙탑면 봉황리 산 27
L7109,충주 창동리 마애여래상,043-850-5982,유적지,K02,충청북도 충주시 중앙탑면 창동 240
L7110,충주 창동리 오층석탑,043-850-5982,유적지,K02,충청북도 충주시 중앙탑면 청금로 112-6 중앙탑면
L7111,충주 탑평리 칠층석탑,043-850-5982,유적지,K02,충청북도 충주시 중앙탑면 탑평리 11 중앙탑면
L7112,금곡사칠곡,054-971-7561,사찰,O19,경상북도 칠곡군 가산면 금화길 107 가산면
L7113,대둔사칠곡,054-971-6662,사찰,O19,경상북도 칠곡군 가산면 가산로1길 272-59 가산면
L7114,소암서당,NULL,유적지,O19,경상북도 칠곡군 기산면 지산로 807-11 기산면
L7115,도덕암칠곡,054-976-8380,사찰,O19,경상북도 칠곡군 동명면 한티로 260 동명면
L7116,송림사칠곡,054-976-8116,사찰,O19,경상북도 칠곡군 동명면 송림길 73 동명면
L7117,칠곡 가산산성 및 가산바위,054-979-6063,성,O19,경상북도 칠곡군 가산면 가산리 산 98-1번지 가산면
L7118,한티 순교성지,054-975-5151,종교성지,O19,경상북도 칠곡군 동명면 한티로1길 69 동명면
L7119,선봉사칠곡,054-972-4278,사찰,O19,경상북도 칠곡군 북삼읍 숭오리 1446 북삼읍
L7120,영명사칠곡,054-973-1842,사찰,O19,경상북도 칠곡군 북삼읍 금오동천로 84 북삼읍
L7121,칠곡 송정자연휴양림,054-9796-6001,자연휴양림,O19,경북 칠곡군 석적읍 반계3길 88
L7122,칠곡도개온천,054-975-3700,온천,O19,경상북도 칠곡군 석적읍 도개6길 30 석적읍
L7123,화산서원,NULL,유적지,O19,경상북도 칠곡군 석적읍 성곡2길 81-5 석적읍
L7124,곤산서원,053-426-3351,유적지,O19,경상북도 칠곡군 약목면 신유로 60 약목면
L7125,사양서당,054-972-4301,유적지,O19,경상북도 칠곡군 지천면 신동서원길 15-10 지천면
L7126,신동입석,054-979-6064,유적지,O19,경상북도 칠곡군 지천면 심천로 5-7 지천면
L7127,칠곡 황학산휴양림,054-972-0605,자연휴양림,O19,경북 칠곡군 지천면 황학2길 16-38
L7128,구문소,NULL,강,J05,강원도 태백시 동태백로 11 동점동
L7129,당골계곡,NULL,계곡,J05,태백시 문곡소도동
L7130,태백산 천제단,033-550-2083,유적지,J05,강원도 태백시 태백산로 4834-31 소도동
L7131,태백산도립공원,033-5502-7412,도립공원,J05,강원도 태백시 천제단길 168 소도동 태백산도립공원사업소
L7132,태백체험공원,033-554-3905,이색체험,J05,강원도 태백시 소도길 9-11 소도동
L7133,삼수령,NULL,기념탑/전망대,J05,강원도 태백시 된각길 81 적각동
L7134,검룡소,NULL,폭포,J05,강원도 태백시 검룡소길 창죽동
L7135,태백고원자연휴양림,NULL,자연휴양림,J05,강원 태백시 머리골길 153 철암동
L7136,매봉산풍력발전단지바람의언덕와 고랭지배추밭,NULL,발전소,J05,강원도 태백시 화전동
L7137,용연동굴,033-550-2727,동굴,J05,강원도 태백시 태백로 283-29 화전동
L7138,태백 구와우마을고원자생식물원,033-553-9707,수목원,J05,강원도 태백시 구와우길 38-33 황지동
L7139,태백 상장동 벽화마을,NULL,이색거리,J05,강원도 태백시 상장남길 64 황지동 일대
L7140,황지연못,NULL,강,J05,강원도 태백시 황지연못길 8 황지동 부근
L7141,365세이프타운,033-5503-1015,이색체험,J05,강원도 태백시 평화길 15 한국청소년안전체험관
L7142,금대봉야생화 군락지,NULL,자연생태관광지,J05,강원도 태백시 창죽동 대덕산ㆍ금대봉 일원
L7143,함백산,NULL,산,J05,강원 태백시 구문소동 | 삼수동| 영월군| 정선군
L7144,바람아래해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 고남면 장곡리
L7145,영목항,NULL,항구/포구,L15,충남 태안군 고남면
L7146,장돌해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 고남면 장곡리
L7147,장삼포해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 고남면 장곡리
L7148,조개부리마을,NULL,농.산.어촌 체험,L15,충청남도 태안군 고남면 옷점길 181
L7149,가의도,041-670-2692,섬,L15,충청남도 태안군 근흥면 가의도리
L7150,갈음이 해수욕장,NULL,해수욕장,L15,충청남도 태안군 근흥면 갈음이길 38-30 근흥면
L7151,신진도,NULL,섬,L15,충청남도 태안군 근흥면 신진도리
L7152,안흥성,041-670-2771,성,L15,충청남도 태안군 근흥면 안흥성길 33-6 근흥면
L7153,연포해수욕장,NULL,해수욕장,L15,충청남도 태안군 근흥면 도황리
L7154,옹도 등대,041-670-2692,등대,L15,충청남도 태안군 근흥면 가의도리 산 29
L7155,태국사태안,041-675-1228,사찰,L15,충청남도 태안군 근흥면 안흥성길 9-29 근흥면
L7156,그린리치팜,041-675-0656,수목원,L15,충청남도 태안군 남면 연꽃길 70 남면
L7157,마검포해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 남면 신온리
L7158,몽대포구,041-670-2871,항구/포구,L15,충청남도 태안군 남면 몽대로 495-71 남면
L7159,몽산리석가여래좌상,041-670-5923,유적지,L15,충청남도 태안군 남면 몽산리 산 182
L7160,몽산포해수욕장,NULL,해수욕장,L15,충남 태안군 남면 신장리
L7161,숭의사,041-670-2566,유적지,L15,충청남도 태안군 남면 적돌길 415
L7162,청포대해수욕장,041-670-2691,해수욕장,L15,충남 태안군 남면 양잠리 | 원청리
L7163,팜카밀레허브농원,041-675-3636,관광농원,L15,충청남도 태안군 남면 우운길 56-19 남면
L7164,구름포해수욕장,041-670-2691,해수욕장,L15,충남 태안군 소원면 의항리
L7165,만리포해수욕장,NULL,해수욕장,L15,충청남도 태안군 소원면 모항리 일원
L7166,백리포해수욕장,041-670-2691,해수욕장,L15,충남 태안군 소원면 의항리
L7167,어은돌갈대숲,041-670-2692,자연생태관광지,L15,충청남도 태안군 소원면 모항리
L7168,어은돌해수욕장,041-670-2691,해수욕장,L15,충남 태안군 소원면 모항리
L7169,의항해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 소원면 의항리
L7170,천리포수목원,041-672-9982,수목원,L15,충남 태안군 소원면 천리포 1길 187
L7171,천리포해수욕장,041-670-2691,해수욕장,L15,충남 태안군 소원면 의항리
L7172,태안 노을지는갯마을,041-674-5842,농.산.어촌 체험,L15,충청남도 태안군 소원면 법산길 274-7
L7173,파도리해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 소원면 모항파도로 49 소원면
L7174,기지포해수욕장,041-670-2691,해수욕장,L15,충남 태안군 안면읍 창기리
L7175,꽃지해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 안면읍 승언리
L7176,꽃지해안공원,041-670-2692,테마공원,L15,충청남도 태안군 안면읍 승언리 3114
L7177,두여해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 안면읍 정당리
L7178,리솜오션캐슬 아쿠아월드,041-671-7060,워터파크,L15,충청남도 태안군 안면읍 꽃지해안로 204 안면읍
L7179,밧개해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 안면읍 승언리
L7180,방포해수욕장,041-670-2691,해수욕장,L15,충남 태안군 안면읍 승언리
L7181,백사장해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 안면읍 창기리
L7182,삼봉해수욕장,041-670-2691,해수욕장,L15,충남 태안군 안면읍 창기리
L7183,샛별해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 안면읍 샛별길 184-2
L7184,승언마을 [해양수산부 선정 아름다운 어촌],041-670-2871,어촌,L15,충남 태안군 안면읍 승언리
L7185,안면도,041-670-2692,섬,L15,충남 태안군 안면읍 | 고남면
L7186,안면도자연휴양림,NULL,자연휴양림,L15,충청남도 태안군 안면읍 안면대로 3195-6 안면읍
L7187,안면암태안,041-673-2333,사찰,L15,충청남도 태안군 안면읍 여수해길 198-160
L7188,안면해수욕장,041-670-2691,해수욕장,L15,충남 태안군 안면읍 정당리
L7189,태안 안면도 모감주나무군락,041-670-5923,희귀동.식물,L15,충청남도 태안군 안면읍 방포항길 91 안면읍 일대
L7190,해상인도교 대하랑꽃게랑,041-670-2763,다리/대교,L15,충청남도 태안군 안면읍 창기리
L7191,구례포해수욕장,041-670-2691,해수욕장,L15,충남 태안군 원북면 방갈리
L7192,두웅습지,041-670-2692,자연생태관광지,L15,충남 태안군 원북면 신두리
L7193,방갈마을 [해양수산부 선정 아름다운 어촌],NULL,어촌,L15,충청남도 태안군 원북면 방갈리
L7194,신두리해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 원북면 신두해변길 139
L7195,이종일선생생가지,041-670-5923,생가,L15,충청남도 태안군 원북면 옥파로 199-7 원북면
L7196,태안 매화둠벙마을,041-672-0109,농.산.어촌 체험,L15,충청남도 태안군 원북면 동해길 301-41
L7197,태안 신두리 해안사구,041-672-0499,자연생태관광지,L15,충청남도 태안군 원북면 신두리 산 263-1
L7198,학암포해수욕장,NULL,해수욕장,L15,충남 태안군 원북면 방갈리
L7199,꾸지나무골해수욕장,041-670-2691,해수욕장,L15,충남 태안군 이원면 내리
L7200,만대어촌체험마을,041-675-9588,농.산.어촌 체험,L15,충청남도 태안군 이원면 내리 666-24 이원면
L7201,사목해수욕장,041-670-2691,해수욕장,L15,충청남도 태안군 이원면 내리
L7202,이원반도,041-670-2692,항구/포구,L15,충청남도 태안군 이원면 내리
L7203,태안 볏가리마을,041-672-7296,농.산.어촌 체험,L15,충청남도 태안군 이원면 볏가리길 62
L7204,목애당,041-670-2691,유적지,L15,충청남도 태안군 태안읍 경이정1길 58-20 태안읍사무소
L7205,백화산,041-670-2692,산,L15,충청남도 태안군 태안읍 동문리
L7206,태안 동문리 마애삼존불입상,NULL,유적지,L15,충청남도 태안군 태안읍 원이로 78-132 태안읍
L7207,태안해안국립공원,041-672-9737,국립공원,L15,충청남도 태안군 태안읍 귀실길 9 국립공원태안해안사무소
L7208,태안향교,041-670-5923,유적지,L15,충청남도 태안군 태안읍 백화1길 7 태안읍
L7209,태을암태안,041-672-1440,사찰,L15,충청남도 태안군 태안읍 동문리 산 42 태안읍
L7210,흥주사태안,041-674-3473,사찰,L15,충청남도 태안군 태안읍 속말1길 61-61 태안읍
L7211,벽방산,NULL,산,P03,경남 통영시 광도면 안정리
L7212,안정사,055-649-7170,사찰,P03,경상남도 통영시 광도면 안정1길 363 광도면
L7213,통영워터피아,055-649-7100,이색찜질방,P03,경상남도 통영시 광도면 죽림1로 17-19 광도면
L7214,통영향교,055-650-4523,유적지,P03,경상남도 통영시 광도면 향교길 82 광도면
L7215,화진주,055-648-9600,이색찜질방,P03,경상남도 통영시 광도면 향교옆길 71-55
L7216,착량묘,055-650-4681,유적지,P03,경상남도 통영시 착량길 27 당동
L7217,충무교와 통영운하,055-650-4681,다리/대교,P03,경상남도 통영시 당동 ~ 미수동
L7218,해저터널통영,055-650-0582,터널,P03,경상남도 통영시 도천1길 1 당동
L7219,도남항 등대연필등대,055-650-4681,등대,P03,경상남도 통영시 도남로 269-38 도남동| 유람선터미널
L7220,미륵도 관광특구,NULL,관광단지,P03,경상남도 통영시 산양읍 일부미륵도 지역| 오비도| 미수동| 봉평동| 도남동 일원
L7221,음악분수 휴게광장,055-650-0580,분수,P03,경상남도 통영시 도남동 650| 도남관광단지내
L7222,통영공설해수욕장,1577-0557,해수욕장,P03,경남 통영시 도남동
L7223,통영마리나리조트,055-643-8000,관광단지,P03,경상남도 통영시 큰발개1길 33
L7224,통영유람선,NULL,유람선/잠수함관광,P03,경상남도 통영시 도남로 269-38 도남동
L7225,한려수도 조망케이블카,1544-3303,산,P03,경상남도 통영시 발개로 205 도남동
L7226,윤이상 거리,055-650-4681,이색거리,P03,경상남도 통영시 박효자길 11-13
L7227,윤이상 기념공원도천테마파크,055-644-1210,공원,P03,경남 통영시 중앙로 27
L7228,윤이상 생가,055-650-4681,생가,P03,경상남도 통영시 중앙로 27 도천동
L7229,김춘수 생가,055-650-4681,생가,P03,경상남도 통영시 동호동
L7230,남망산 조각공원,055-650-4681,공원,P03,경상남도 통영시 남망길 139 동호동
L7231,충렬사,055-645-3229,유적지,P03,경상남도 통영시 여황로 251 명정동
L7232,박경리 생가,055-650-4681,생가,P03,경상남도 통영시 충렬1길 76-38 문화동
L7233,충무시문화동벅수,055-650-4681,유적지,P03,경상남도 통영시 세병로 27 문화동 부근
L7234,통영 삼도수군통제영,055-645-3805,유적지,P03,경상남도 통영시 세병로 27 문화동
L7235,통영 세병관,055-650-0580,유적지,P03,경상남도 통영시 세병로 27 문화동
L7236,통영파라스파,055-642-5885,이색찜질방,P03,경상남도 통영시 미우지해안로 29 미수동
L7237,미륵산통영,NULL,산,P03,경남 통영시 봉평동
L7238,봉평동지석묘,055-650-4681,유적지,P03,경상남도 통영시 해평6길 25 봉평동
L7239,용화사통영,055-645-3060,사찰,P03,경상남도 통영시 봉수로 107-82 봉평동
L7240,해평열녀사당,055-650-4681,유적지,P03,경상남도 통영시 해평5길 131 봉평동
L7241,사량도,NULL,섬,P03,경남 통영시 사량면
L7242,사량도 지리산,NULL,산,P03,경남 통영시 사량면 돈지리 상도윗섬
L7243,사량도 칠현산,NULL,산,P03,경남 통영시 사량면 하도아랫섬
L7244,수우도,055-650-0580,섬,P03,경상남도 통영시 사량면 돈지리
L7245,달아공원,055-650-4681,공원,P03,경상남도 통영시 산양읍 산양일주로 1115
L7246,당포성지,NULL,성,P03,경상남도 통영시 산양읍 당포길 12-18 산양읍
L7247,미래사통영,055-645-5324,사찰,P03,경상남도 통영시 산양읍 미륵산길 192 산양읍
L7248,미륵도,055-650-3505,섬,P03,경남 통영시 산양읍 미수동| 도남동| 봉평동
L7249,연대도,NULL,섬,P03,경상남도 통영시 산양읍 연대길 산양읍
L7250,연대도 해수욕장,055-650-3500,해수욕장,P03,경상남도 통영시 산양읍 연대길
L7251,추도,055-650-4681,섬,P03,경상남도 통영시 산양읍 추도리
L7252,통영 연명어촌체험마을,055-642-2345,농.산.어촌 체험,P03,경상남도 통영시 산양읍 연명길 134
L7253,편백나무숲속 나폴리농원,NULL,이색체험,P03,경남 통영시 산양읍 영운리 미륵산길 152
L7254,한려해상국립공원통영,NULL,국립공원,P03,경상남도 통영시 산양읍 | 한산면 일대
L7255,통영항,1666-0960,항구/포구,P03,경남 통영시 서호동
L7256,노대도,055-650-3580,섬,P03,경상남도 통영시 욕지면 노대도 욕지면
L7257,덕동해수욕장,055-650-3580,해수욕장,G01,울산광역시 울주군 온산읍 욕지면
L7258,연화도통영,NULL,섬,P03,경상남도 통영시 욕지면 연화도 욕지도
L7259,연화사통영,055-641-3670,사찰,P03,경상남도 통영시 욕지면 십리골길 110 욕지면
L7260,욕지도 유동어촌체험마을,NULL,섬,P03,경상남도 통영시 욕지면 욕지일주로 1148-115 욕지면
L7261,우도통영,NULL,섬,P03,경상남도 통영시 욕지면 연화리 욕지면
L7262,유동어촌체험마을,055-641-2233,농.산.어촌 체험,P03,경상남도 통영시 욕지면 욕지일주로 1148-115 욕지면
L7263,이순신공원,NULL,공원,P03,경상남도 통영시 멘데해안길 205 정량동
L7264,청마 생가,055-650-2660,생가,P03,경상남도 통영시 망일1길 82 정량동
L7265,강구안,055-650-0580,항구/포구,P03,경상남도 통영시 중앙동 중앙동
L7266,청마거리,055-650-0580,이색거리,P03,경남 통영시 중앙동 신라누비~우체국~제일칼라190m
L7267,동피랑마을,NULL,이색거리,P03,경상남도 통영시 동피랑길 100 태평동
L7268,매물도,NULL,섬,P03,경상남도 통영시 한산면 매죽리
L7269,봉암해수욕장,1577-0557,해수욕장,P03,경남 통영시 한산면 추봉리
L7270,비진도,055-650-3600,섬,P03,경남 통영시 한산면 비진도길
L7271,비진도 산호빛 해변,1577-0557,해수욕장,P03,경남 통영시 한산면 비진도길
L7272,소매물도,NULL,섬,P03,경상남도 통영시 한산면 소매물도길 65 한산면 일대
L7273,소매물도 등대,NULL,등대,P03,경상남도 통영시 한산면 소매물도길 246 한산면
L7274,용초도,NULL,섬,P03,경상남도 통영시 한산면 용초도 한산면
L7275,장사도,055-650-3605,섬,P03,경상남도 통영시 한산면 장사도 한산면
L7276,장사도해상공원,055-633-0362,공원,P03,경상남도 통영시 한산면 장사도길 55 한산면
L7277,죽도통영,NULL,섬,P03,경상남도 통영시 한산면 죽도 한산면
L7278,추봉도,NULL,섬,P03,경상남도 통영시 한산면
L7279,통영 한산도 이충무공 유적,055-254-4486,유적지,P03,경상남도 통영시 한산면 한산일주로 70
L7280,한산대첩기념비,055-254-4484,유적지,P03,경상남도 통영시 한산면 한산일주로 70 한산면
L7281,한산도,055-650-4681,섬,P03,경남 통영시 한산면
L7282,한산도 망산,NULL,산,P03,경남 통영시 한산면 두억리
L7283,김상옥 생가,055-650-4681,생가,P03,경상남도 통영시 항남1번가길 13 항남동
L7284,이중섭 거주지통영,055-650-4523,생가,P03,경상남도 통영시 항남3길 25 항남동
L7285,통영해수랜드,055-645-7700,이색찜질방,P03,경상남도 통영시 통영해안로 297 항남동
L7286,통영대교,NULL,다리/대교,P03,경남 통영시 미수1동 | 미수2동~당동국지도67호선
L7287,마장저수지,031-940-4361,호수,I11,경기 파주시 광탄면 기산로 207-160
L7288,박달산파주,031-940-4621,산,I11,경기도 파주시 광탄면 장지산로316번길 47-33
L7289,발랑저수지,031-940-8144,호수,I11,경기 파주시 광탄면 발랑리 일원
L7290,벽초지문화수목원,031-957-2004,수목원,I11,경기도 파주시 광탄면 부흥로 242
L7291,보광사파주,031-948-7700,사찰,I11,경기도 파주시 광탄면 보광로474번길 87
L7292,영장리 토속음식마을,031-953-4744,이색거리,I11,경기도 파주시 광탄면 소령원길 41-104
L7293,용암사파주,031-942-0265,사찰,I11,경기도 파주시 광탄면 용미리 산11
L7294,유일레저타운,NULL,유원지,I11,경기도 파주시 광탄면 보광로 877 광탄면
L7295,파주 윤관장군묘,NULL,유적지,I11,경기도 파주시 광탄면 혜음로 930
L7296,일산황토마루한증막,031-943-0990,이색찜질방,I11,경기도 파주시 오도로130번길 37 오도동
L7297,파주 DMZ 생태연구소,031-955-1550,자연생태관광지,I11,경기도 파주시 광인사길 17 문발동 파주출판도시 좋은생각사람들 401호
L7298,대성동 자유의 마을,NULL,안보관광,I11,경기도 파주시 군내면 대성동길 150
L7299,제3땅굴,NULL,안보관광,I11,경기도 파주시 군내면 제3땅굴로 210-358 군내면
L7300,캠프 그리브스,031-953-6970,안보관광,I11,경기도 파주시 군내면 적십자로 137 군내면
L7301,파주 장단콩마을,031-953-7600,농.산.어촌 체험,I11,경기도 파주시 군내면 통일촌길 64
L7302,판문점,NULL,안보관광,I11,경기도 파주시 군내면 일대
L7303,교하향교,NULL,유적지,I11,경기도 파주시 쇠재로 91 금촌동
L7304,우농타조농장,031-942-6272,관광농원,I11,경기도 파주시 교하로 595-36 동패동
L7305,파주출판도시,031-955-5959,기타,I11,경기도 파주시 회동길 145 문발동 아시아출판정보문화센터
L7306,반구정과 황희선생유적지,031-954-2170,유적지,I11,경기도 파주시 문산읍 반구정로 53-85. 반구정로 85번길 3 문산읍
L7307,임진각관광지,031-953-4744,안보관광,I11,경기도 파주시 문산읍 임진각로 148-53 문산읍
L7308,청도훼미리랜드,031-953-6600,이색찜질방,I11,경기도 파주시 문산읍 문산역로 107 문산읍
L7309,평화랜드,NULL,테마공원,I11,경기도 파주시 문산읍 임진각로 148-39 문산읍
L7310,쇠꼴마을,031-959-0123,농.산.어촌 체험,I11,경기 파주시 법원읍 금곡리 420-3
L7311,율곡선생유적지,031-958-1749,유적지,I11,경기 파주시 법원읍 자운서원로 204 동문리
L7312,자운서원,NULL,유적지,I11,경기도 파주시 법원읍 동문리 산5-1
L7313,용상사파주,031-945-4489,사찰,I11,경기도 파주시 월롱면 용상골길 403
L7314,용주서원,031-940-4354,유적지,I11,경기도 파주시 월롱면 용주서원길 46
L7315,파주 덕은리 주거지와 지석묘군,NULL,유적지,I11,경기 파주시 월롱면 덕은리 산46
L7316,도라산역,031-953-3334,안보관광,I11,경기도 파주시 장단면 희망로 307 장단면
L7317,도라전망대,NULL,안보관광,I11,경기도 파주시 장단면 제3땅굴로 310 장단면
L7318,평화열차 DMZ 트레인,1544-7788,이색체험,I11,경기도 파주시 장단면 희망로 307 장단면
L7319,범륜사,031-959-4566,사찰,I11,경기도 파주시 적성면 설마천로 238 적성면
L7320,산머루농원,031-958-4558,이색체험,I11,경기도 파주시 적성면 윗배우니길 441-25
L7321,운계폭포,NULL,폭포,I11,경기도 파주시 적성면 설마천로 감악산일대
L7322,임진강 두지나루 황포돛배,031-958-2557,이색체험,I11,경기 파주시 적성면 두지리 216-5번지 황포나루
L7323,임진강 한우마을,1588-9215,이색거리,I11,경기 파주시 적성면 마지리 39번지
L7324,적성향교,031-940-4354,유적지,I11,경기도 파주시 적성면 감악산로 1311-20
L7325,파주 산머루마을,031-958-3600,농.산.어촌 체험,I11,경기도 파주시 적성면 윗배우니길 463-71
