축제번호,축제명,소분류,개최장소,축제 기간,축제내용,주관기관,지역 코드
F0237,제17회 한여름밤의 축제,여름,엑스포근린공원,8,주민발표회| 체험 등 부대행사| 먹거리 장터 등,전민동마을축제추진위원회,F01
F0238,제1회 대청호 벚꽃축제,꽃놀이,대전광역시 동구 신상동 282번지 일원,4,벚꽃축제| 벚꽃가요제| 벚꽃길 걷기대회 등,대전광역시 동구청,F01
F0239,제21회 진잠주민화합한마당,문화,진잠초등학교,10,경로위안잔치| 주민화합잔치| 청소년페스티벌| 주민가요제,진잠주민 화합의 한마당 추진위원회,F01
F0240,제3회 노은3동한마음축제,문화,해랑숲근린공원,9,주민발표회| 벼룩시장| 체험 등 부대행사,노은3동 한마음축제추진위원회,F01
F0241,제4회 온천1·2동한마당축제,문화,유성온천공원,10,주민공연| 체험부스| 벼룩시장| 먹거리 장터 등,온천1·2동한마당축제추진위원회,F01
F0242,제6회 스마일원신흥축제,문화,작은내수변공원,9,주민발표회| 벼룩시장| 체험 등 부대행사,스마일원신흥축제추진위원회,F01
F0243,제9회 관평골축제,문화,동화울 수변공원,10,주민발표회| 체험 등 부대행사,관평동마을축제추진위원회,F01
F0244,효문화뿌리축제,자연,뿌리공원,9,개폐막행사| 문중(문화)행사| 체험(참여)행사| 전시행사| 부대행사,대전효문화뿌리축제위원회,F01
F0245,1인미디어콘텐츠공모전,문화,미정,10,1인 미디어 시대에 울산 지역 크리에이터 진흥과 콘텐츠 강화를 위한 공모전 실시,시청자미디어재단 울산시청자미디어센터,G01
F0246,2019 도서지역 학교미디어교육 죽변중학교 미디어캠프,미디어,경북 울진 죽변중학교,9,도서지역 찾아가는 미디어교육을 통한 도서지역 학생들의 미디어 접근권 제고 및 미디어역량 강화,시청자미디어재단 울산시청자미디어센터,G01
F0247,2019 시청자의 밤 (날짜미정),미디어,울산시청자미디어센터,12,개관 3주년을 기념하고 2019년도 성과를 평가| 공유하기 위한 시민| 강사 참여 미디어 축제,시청자미디어재단 울산시청자미디어센터,G01
F0248,2019 울대경 청소년미디어캠프 ''''함성소리'''',미디어,대구 가산산성,8,울산| 대구| 경북 지역에서 미디어 관련 활동 중인 청소년의 교류의 장 마련| 청소년의 미디어 역량 강화 및 진로 탐색 기회 제공,대구영상미디어센터,G01
F0249,2019 자유학기제 맞춤형미디어교육 수륜 온 더 미디어캠프,미디어,경북 수륜중학교,8,도서지역 청소년들의 방학 내 집중 미디어교육 및 미디어 역량 강화| 미디어 접근성 확대를 위한 맞춤형 미디어 캠프,시청자미디어재단 울산시청자미디어센터,G01
F0250,2020 문화의거리 현대미술제,예술,울산 중구 문화의거리,4,갤러리 및 거리 미술작품 전시,문화의거리 현대미술제 울산운영위원회,G01
F0251,2020 울산 마두희 축제,역사,울산 중구 성남동 일원,6,줄다리기 및 부대행사,울산마두희축제추진위원회,G01
F0252,2020 태화강 국제 재즈페스티벌,예술,태화강국가정원 야외공연장,5,국·내외 재즈가수 공연| 부대행사 등,울산매일신문사,G01
F0253,2020년 울산병영3.1만세운동 제21회 재현행사,역사,울산 중구 병영 일원,4,위령제| 삼일만세운동재현행사 및 부대행사| 축구대회(20.04.12.) 등,중구문화원,G01
F0254,2020년 한글문화예술제,문화,외솔기념관 및 중구 원도심 일원,10,한글을 주제로 한 전시| 체험| 경연| 공연 등,UBC 울산방송,G01
F0255,간절곶해맞이,해돋이,간절곶공원,12,해넘이 전야제| 해맞이행사,울주문화원,G01
F0256,선암호수 불꽃축제,문화,선암호수공원,11,불꽃축제,경상일보,G01
F0257,우시산국축제,꽃놀이,회야강 아리소 일원,4,농경문화생활과 창작예술문화 체험,우시산국축제추진위원회,G01
F0258,울산고래축제,바다,울산광역시 남구 장생포 일원,6,고래축제,고래문화재단,G01
F0259,울산대공원 장미축제,꽃놀이,울산대공원,5,장미축제,(주)SK에너지,G01
F0260,울산쇠부리축제,역사,북구청광장,5,체험|전시|학술 등,울산쇠부리축제 추진위원회,G01
F0261,울산옹기축제,역사,울주군 외고산 옹기마을 일원,5,옹기난장촌| 옹기산적촌| 옹기장난촌| 옹기장인촌 등 50여 프로그램,울산광역시 울주군,G01
F0262,울산조선해양축제,바다,동구 일산해수욕장,7,공연| 전시| 주민참여 프로그램| 체험이벤트| 빛의 디자인 거리 등,울산광역시동구,G01
F0263,울주세계산악영화제,미디어,영남알프스 복합웰컴센터 일원,4,클라이밍| 모험과 탐험 등 7개 섹션으로 구성한 40개국 150편의 영화상영과 힐링트래킹| 클라이밍| 파쿠르| 영남알프스 VR 체험 등 다양한 참여행사와 공연ㆍ전시 행사 등을 통해 관람객에게 차별화된 볼거리를 제공,울산광역시 울주군,G01
F0264,제51회 서덕출 봄편지 노래비 글쓰기 및 그리기대회,문화,서덕출공원 일원,5,글쓰기(운문| 산문) 및 그리기,울산중구문화원,G01
F0265,처용문화제,문화,달동 문화공원,10,처용축제,울산광역시청,G01
F0266,태화강 연등축제,종교,울산 태화강 둔치,5,연등축제,태화강 연등축제조직 위원,G01
F0267,나라꽃 무궁화 세종축제,꽃놀이,정부세종컨벤션센터,8,무궁화의 아름다움과 다양성을 보여주는 공연·체험·전시 행사,세종특별자치시,H01
F0268,세종축제,역사,세종호수공원,10,세종대왕의 업적과 정신인 한글·과학·음악·애민사상 등의 소재로 구성,세종특별자치시,H01
F0269,2017 음식 문화축제,먹거리,화성행궁주차장,9,한중일 음식코너| 요리경연대회 및 체험행사,갈비중식일식축제협의회 외식업지부,I01
F0270,2018 수원독서문화축제,문화,선경도서관+행궁광장+수원전통문화관,9,독서축제,수원시 도서관사업소,I01
F0271,2018 음식 문화축제,먹거리,화성행궁주차장,10,한중일 음식코너| 국제 자매도시 조리사 초청 음식전| 요리경연대회 및 무대공연,갈비중식일식축제협의회 외식업지부,I01
F0272,2019 수원독서문화축제,문화,장안공원,10,독서축제,수원시 도서관사업소,I01
F0273,2019 수원등불축제,문화,수원천,10,수원사랑 등불축제,(재)수원문화재단,I01
F0274,2019 수원연극축제,미디어,경기상상캠퍼스,5,연극 및 퍼포먼스,(재)수원문화재단,I01
F0275,2019 고양행주문화제,역사,행주산성+역사공원 일원,5,고유례+전통놀이한마당+행주투석전+뮤지컬행주대첩+시민참여문화체험 등,고양문화재단,I02
F0276,2019 고양호수예술축제,예술,고양시 호수공원 및인근거리,10,국내외 거리예술공연 및 시민참여프로그램,고양문화재단,I02
F0277,노루목 봄 페스티벌 <ㅍㅍㅍ페스티벌>,봄,고양아람누리 노루목야외극장,5,야외 콘서트,고양문화재단,I02
F0278,신바람난 뮤지엄 페스티벌,문화,고양어린이박물관,5,축하공연+문화체험+어드벤처 놀이터+가족 피크닉,고양어린이박물관,I02
F0279,제17회 고양 연등문화축제,문화,고양시 화정중앙공원,5,봉축법회 봉행+전통문화 재현,고양시불교사암연합회,I02
F0280,2019 보정역생활문화센터 <청춘파티  - 특별프로그램>,문화,보정역생활문화센터,12,강연자| 참여자가 ''''인생''''| ''''청춘''''| ''''문화''''를 키워드로 모여 능정적 참여자로서 서로에게 배우는 생활 속 프로그램,용인문화재단,I03
F0281,포은문화제,역사,정몽주 묘역,10,관혼상제| 인문학 강의| 북콘서트| 각종 경연대회| 체험부스,용인문화원,I03
F0282,할미성 대동제,문화,용인중앙시장 광장,10,길놀이 행사 및 할미성 대동굿 12거리 재연,할미성대동굿보존회,I03
F0283,모란축제추진위원회,꽃놀이,모란오거리쉼터,10,지역상인들과 시민화합의장 마련,성남동,I04
F0284,벌터산 축제,자연,벌터산공원,4,지역주민 화합,수진2동,I04
F0285,분당구민 한마음 축제,문화,야외공연장 중앙공원(미정),10,행복한 분당| 화합하고 하나되는 어울림 마당 조성,분당구청 가정복지과,I04
F0286,수정숯골축제,문화,성남초교(미정),10,수정구지역이 조선시대 숯을 구어 장에 팔았던 숯골을 축제 유래로 수정구민 화합축제,수정구청 가정복지과,I04
F0287,은행골한마음잔치,문화,은행2동 초등학교,5,은행2동 350년 된 은행나무 보호수 행목제 시작으로 부대행사,은행2동,I04
F0288,중원한마당축제,문화,종합운동장보조구장(미정),9,중원구민 한마당 음악축제| 주민자치센터 작품 발표,중원구청 가정복지과,I04
F0289,청계산철쭉축제,꽃놀이,옛골입구,4,청계산 철쭉제 개화시기 축제알림,고등동,I04
F0290,부천국제만화축제,미디어,한국만화박물관 및 부천시 일원,8,전시| 부천국제만화페어| 경기국제코스프레페스티벌,부천국제만화축제운영위원회,I05
F0291,부천국제애니메이션페스티벌,미디어,"한국만화박물과, CGV부천, 부천시청, 메가박스코엑스",10,애니메이션상영,BIAF 집행위원회,I05
F0292,부천국제판타스틱영화제,미디어,부천시청 등,6,개폐막식| 영화상영| 문화행사 등,(사)부천국제판타스틱영화제조직위원회,I05
F0293,부천세계비보이대회,예술,부천마루광장,9,세계비보이대회,진조크루,I05
F0294,부천전국대학가요제,문화,부천마루광장,8,전국대학가요제,서울신학대학교,I05
F0295,부천전국비보이대회,예술,부천마루광장,4,전국비보이대회,진조크루,I05
F0296,2020 제9회 평생학습박람회,학습,화성종합경기타운,10,청소년 교육 박람회,화성시,I06
F0297,2020 화성송산포도축제,먹거리,궁평항,9,포도 체험| 직거래 장터,화성포도축제추진위원회,I06
F0298,정조 효 문화제,역사,융건릉,10,능행차 재현|현륭원 궁원의 제향,화성시문화재단,I06
F0299,제11회 푸른 화성 지키기 환경자전거 대행진,운동,동탄센트럴파크,4,자전거 타기 행사,화성시,I06
F0300,제21회 화성 효 마라톤 대회,운동,화성종합경기타운,5,마라톤 대회,화성시 체육회,I06
F0301,화성뱃놀이축제,역사,전곡항,5,해양레저 체험,화성시문화재단,I06
F0302,화성시민 한마을 체육대회,운동,화성종합경기타운,10,화성시민 대상 체육대회,화성시 체육회,I06
F0303,2016 평생학습 박람회 & 제6회 도서관책문화축제,문화,안산 호수공원 중앙광장,10,도서관홍보| 체험| 북콘서트| 전시 등,안산중앙도서관,I07
F0304,2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제,문화,안산시 문화광장,10,도서관홍보| 체험| 북콘서트| 전시 등,안산중앙도서관,I07
F0305,2018 안산 김홍도축제,역사,화랑유원지,10,김홍도마을 재현| 김홍도 마당극| 사생대회 등,안산시,I07
F0306,그랑꼬또 와인 페스티벌,술,그랑꼬또와이너리,8,대부와인 홍보 및 직거래| 문화공연 등,안산시,I07
F0307,대부포도축제,먹거리,구)바다향기테마파크,9,대부포도 홍보 및 직거래| 문화공연 등,안산시,I07
F0308,별빛달빛놀이터,청소년,단원청소년수련관,5,버스킹 공연| 벼룩시장| 먹거리 야시장 등,안산시,I07
F0309,안산 대부포도축제,먹거리,대부바다향기테마파크,9,대부포도 홍보|전시|직거래|체험행사,대부포도축제추진위원회,I07
F0310,안산M밸리록페스티벌,문화,대부도바다향기테마파크,7,록페스티벌,CJ E&M,I07
F0311,안산국제거리극축제,문화,안산시 문화광장,5,순수예술축제,안산시,I07
F0312,안산사이언스밸리(ASV) 과학축제,기술,한양대 ERICA,10,과학기술체험 부스 운영| 드론페스티벌 등,안산청소년수련관,I07
F0313,여르미오페스티벌,문화,안산시 문화광장,8,대중예술축제,안산문화재단,I07
F0314,제10주년 세계인의 날 기념행사,문화,안산문화광장,5,기념식| 문화 및 각종 부대행사,안산시,I07
F0315,제11주년 세계인의 날 기념행사,문화,안산화랑유원지,11,기념식| 문화 및 각종 부대행사,안산시,I07
F0316,제1회 상록수문화제,자연,상록수공원 및 샘골로 일대,8,기념음악회| 체험박람회| 작품발표회| 사생대회 등,안산시,I07
F0317,제2회 상록수문화제,자연,상록수공원 및 샘골로 일대,9,기념음악회| 체험박람회| 작품발표회| 사생대회 등,안산시,I07
F0318,제7회 상록수문화제,자연,"최용신기념관,상록수공원",10,공연|전시|체험 등,안산시,I07
F0319,청소년어울림마당 1회차,청소년,상록청소년수련관,6,개막,안산시,I07
F0320,청소년어울림마당 2회차,청소년,상록청소년수련관,7,여름축제,안산시,I07
F0321,청소년어울림마당 3회차,청소년,상록청소년수련관,9,별이 빛나는 밤에,안산시,I07
F0322,청소년어울림마당 4회차,청소년,안산대학교,10,잡아드림 연계,안산시,I07
F0323,청소년어울림마당 5회차,청소년,상록청소년수련관,11,폐막,안산시,I07
F0324,정약용문화제,역사,"정약용유적지, 팔당댐 수변, 물의정원 등",4,정약용 사색의 길 걷기| 여유당 음악회| <정약용>창작 뮤지컬 공연| 유기농 딸기축제| 플리마켓 등,남양주시,I08
F0325,마토예술제,예술,팽성읍 안정리 로데오거리,5,체험공간+예술시장+먹거리 공간+거리공연 등,평택시국제교류재단,I09
F0326,2019 시흥 에코콘텐츠 창작 페스티벌,미디어,시흥ABC행복학습타운 갤러리시흥,12,경기권 유일의 창작자 중심 페스티벌,경기도 시흥시,I10
F0327,제2회 정왕「본」축제,문화,군서초등학교 운동장,11,정왕본동 주민의 화합을 위한 축제,정왕「본」축제추진위원회,I10
